image,class
train_1\v_BoxingPunchingBag_g07_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g07_c01.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g07_c02.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g07_c03.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g07_c04.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame12.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g07_c05.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g07_c06.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame12.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g08_c01.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame12.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame13.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame14.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g08_c02.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g08_c03.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame12.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame13.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame14.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame15.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame16.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g08_c04.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame12.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame13.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame14.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame15.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame16.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame17.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g08_c05.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g09_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g09_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g09_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g09_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g09_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g09_c01.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g09_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g09_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g09_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g09_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g09_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g09_c02.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g09_c02.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g09_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g09_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g09_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g09_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g09_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g09_c03.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g09_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g09_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g09_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g09_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g09_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g09_c04.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g09_c05.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g09_c06.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g09_c06.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g09_c06.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g09_c06.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g09_c06.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g09_c06.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g09_c06.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g10_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g10_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g10_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g10_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g10_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g10_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g10_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g10_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g10_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g10_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g10_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g10_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g10_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g10_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g10_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g10_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g10_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g10_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g10_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g10_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g11_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g11_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g11_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g11_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g11_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g11_c01.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g11_c01.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g11_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g11_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g11_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g11_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g11_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g11_c02.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g11_c02.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g11_c03.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g11_c04.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame11.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame12.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g11_c05.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g12_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g12_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g12_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g12_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g12_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g12_c01.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g12_c01.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g12_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g12_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g12_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g12_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g12_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g12_c02.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g12_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g12_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g12_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g12_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g12_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g12_c03.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g12_c03.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g12_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g12_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g12_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g12_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g12_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g12_c05.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g13_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g13_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g13_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g13_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g13_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g13_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g13_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g13_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g13_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g13_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g13_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g13_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g13_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g13_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g13_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g13_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g13_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g13_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g13_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g13_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g13_c04.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g13_c04.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame10.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g14_c01.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g14_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g14_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g14_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g14_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g14_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g14_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g14_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g14_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g14_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g14_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g14_c03.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g14_c03.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g14_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g14_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g14_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g14_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g14_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g14_c04.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g14_c04.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g14_c05.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g14_c05.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g14_c05.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g14_c05.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g14_c05.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame8.jpg,train
train_1\v_BoxingPunchingBag_g14_c06.avi_frame9.jpg,train
train_1\v_BoxingPunchingBag_g15_c01.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g15_c01.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g15_c01.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g15_c01.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g15_c01.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g15_c01.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g15_c02.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g15_c03.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g15_c03.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g15_c03.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g15_c03.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g15_c03.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g15_c03.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g15_c03.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g15_c04.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g15_c04.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g15_c04.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g15_c04.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g15_c04.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g15_c04.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g15_c04.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame0.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame1.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame2.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame3.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame4.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame5.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame6.jpg,train
train_1\v_BoxingPunchingBag_g15_c05.avi_frame7.jpg,train
train_1\v_BoxingPunchingBag_g16_c01.avi_frame0.jpg,train
